"Mineral Name","Mineral Name (plain)","IMA Chemistry (plain)","IMA Mineral Symbol"
"Asimowite","Asimowite","Fe2SiO4","Amw"
"Asisite","Asisite","Pb7SiO8Cl2","Ass"
"Åskagenite-(Nd)","Askagenite-(Nd)","Mn2+Nd(Al2Fe3+)[Si2O7][SiO4]O2","Åsk-Nd"
"Aspedamite","Aspedamite","[box]12(Fe3+,Fe2+)3Nb4[Th(Nb,Fe3+)12O42][(H2O),(OH)]12","Apd"
"Aspidolite","Aspidolite","NaMg3(Si3Al)O10(OH)2","Asp"
"Asselbornite","Asselbornite","Pb(UO2)4(BiO)3(AsO4)2(OH)7·4H2O","Asbn"
"Astrocyanite-(Ce)","Astrocyanite-(Ce)","Cu2Ce2(UO2)(CO3)5(OH)2·1.5H2O","Acy-Ce"
"Astrophyllite","Astrophyllite","K2NaFe2+7Ti2(Si4O12)2O2(OH)4F","Ast"
"Atacamite","Atacamite","Cu2Cl(OH)3","Ata"
"Atelestite","Atelestite","Bi2O(AsO4)(OH)","Ale"
"Atelisite-(Y)","Atelisite-(Y)","Y4Si3O8(OH)8","Ael-Y"
"Atencioite","Atencioite","Ca2Fe2+3Mg2Be4(PO4)6(OH)4·6H2O","Aco"
"Athabascaite","Athabascaite","Cu5Se4","Atb"
"Atheneite","Atheneite","Pd2(As0.75Hg0.25)","Ah"
"Atlasovite","Atlasovite","Cu2+6Fe3+Bi3+O4(SO4)5·KCl","Atv"
"Atokite","Atokite","Pd3Sn","Ato"
"Attakolite","Attakolite","CaMn2+Al4(HSiO4)(PO4)3(OH)4","Ako"
"Attikaite","Attikaite","Ca3Cu2Al2(AsO4)4(OH)4·2H2O","Atk"
"Aubertite","Aubertite","Cu2+Al(SO4)2Cl·14H2O","Aub"
"Auerbakhite","Auerbakhite","MnTl2As2S5","Aue"
"Augelite","Augelite","Al2(PO4)(OH)3","Aul"
"Augite","Augite","(Ca,Mg,Fe)2Si2O6","Aug"
"Auriacusite","Auriacusite","Fe3+Cu2+(AsO4)O","Aur"
"Aurichalcite","Aurichalcite","(Zn,Cu)5(CO3)2(OH)6","Ach"
"Auricupride","Auricupride","Cu3Au","Auc"
"Aurihydrargyrumite","Aurihydrargyrumite","Au6Hg5","Ahg"
"Aurivilliusite","Aurivilliusite","Hg1+Hg2+OI","Avl"
"Aurorite","Aurorite","Mn2+Mn4+3O7·3H2O","Aro"
"Aurostibite","Aurostibite","AuSb2","Ausb"
"Austinite","Austinite","CaZn(AsO4)(OH)","Aus"
"Autunite","Autunite","Ca(UO2)2(PO4)2·10-12H2O","Aut"
"Avdeevite","Avdeevite","(Na,Cs)(Be2Li)Al2(Si6O18)","Avd"
"Avdoninite","Avdoninite","K2Cu5Cl8(OH)4·2H2O","Avn"
"Averievite","Averievite","Cu5O2(VO4)2·CuCl2","Avv"
"Avicennite","Avicennite","Tl2O3","Avc"
"Avogadrite","Avogadrite","KBF4","Avg"
"Awaruite","Awaruite","Ni3Fe","Awr"
"Axelite","Axelite","Na14Cu7(AsO4)8F2Cl2","Axe"
"Axinite-(Fe)","Axinite-(Fe)","Ca4Fe2+2Al4[B2Si8O30](OH)2","Ax-Fe"
"Axinite-(Mg)","Axinite-(Mg)","Ca4Mg2Al4[B2Si8O30](OH)2","Ax-Mg"
"Axinite-(Mn)","Axinite-(Mn)","Ca4Mn2+2Al4[B2Si8O30](OH)2","Ax-Mn"
"Azoproite","Azoproite","Mg2[(Ti,Mg),Fe3+]O2(BO3)","Azo"
"Azurite","Azurite","Cu3(CO3)2(OH)2","Azu"
"Babánekite","Babanekite","Cu3(AsO4)2·8H2O","Bbá"
"Babefphite","Babefphite","BaBe(PO4)F","Bbf"
"Babingtonite","Babingtonite","Ca2Fe2+Fe3+Si5O14(OH)","Bab"
"Babkinite","Babkinite","Pb2Bi2(S,Se)3","Bbk"
"Backite","Backite","Pb2AlTeO6Cl","Bac"
"Badakhshanite-(Y)","Badakhshanite-(Y)","Y2Mn4Al(Si2B7BeO24)","Bad-Y"
"Badalovite","Badalovite","NaNaMg(MgFe3+)(AsO4)3","Bdl"
"Baddeleyite","Baddeleyite","ZrO2","Bdy"
"Badengzhuite","Badengzhuite","TiP","Bdz"
"Bafertisite","Bafertisite","Ba2Fe2+4Ti2(Si2O7)2O2(OH)2F2","Bft"
"Baghdadite","Baghdadite","Ca6Zr2(Si2O7)2O4","Bgd"
"Bahariyaite","Bahariyaite","KMnO4","Bah"
"Bahianite","Bahianite","Al5Sb5+3O14(OH)2","Bhi"
"Baileychlore","Baileychlore","(Zn,Fe2+,Al,Mg)6(Si,Al)4O10(OH)8","Blc"
"Bainbridgeite-(YCe)","Bainbridgeite-(YCe)","Na2Ba2YCe(CO3)6·3H2O","Bbg"
"Bairdite","Bairdite","Pb2Cu2+4Te6+2O10(OH)2(SO4)·H2O","Bai"
"Bakhchisaraitsevite","Bakhchisaraitsevite","Na2Mg5(PO4)4·7H2O","Bkc"
"Baksanite","Baksanite","Bi6Te2S3","Bks"
"Balangeroite","Balangeroite","Mg21Si8O27(OH)20","Bal"
"Balestraite","Balestraite","KLi2V5+Si4O12","Bls"
"Balićžunićite","Baliczunicite","Bi2O(SO4)2","Bžć"
"Balipholite","Balipholite","LiBaMg2Al3(Si2O6)2(OH)8","Blp"
"Balkanite","Balkanite","Ag5Cu9HgS8","Bkn"
"Balliranoite","Balliranoite","(Na,K)6Ca2(Si6Al6O24)Cl2(CO3)","Blr"
"Balyakinite","Balyakinite","Cu2+(Te4+O3)","Byk"
"Bambollaite","Bambollaite","Cu(Se,Te)2","Bmb"
"Bamfordite","Bamfordite","Fe3+Mo2O6(OH)3·H2O","Bfd"
"Banalsite","Banalsite","Na2BaAl4Si4O16","Bns"
"Bandylite","Bandylite","CuB(OH)4Cl","Bny"
"Bannermanite","Bannermanite","(Na,K)xV4+xV5+6-xO15 (0.5<x<0.9)","Bnm"
"Bannisterite","Bannisterite","(Ca,K,Na)(Mn2+,Fe2+)10(Si,Al)16O38(OH)8·nH2O","Ban"
"Baotite","Baotite","Ba4(Ti,Nb,W)8O16(SiO3)4Cl","Bao"
"Barahonaite-(Al)","Barahonaite-(Al)","(Ca,Cu,Na,Fe3+,Al)12Al2(AsO4)8(OH,Cl)x·nH2O","Bho-Al"
"Barahonaite-(Fe)","Barahonaite-(Fe)","(Ca,Cu,Na,Fe3+,Al)12Fe3+2(AsO4)8(OH,Cl)x·nH2O","Bho-Fe"
"Bararite","Bararite","(NH4)2SiF6","Brr"
"Baratovite","Baratovite","KLi3Ca7Ti2(SiO3)12F2","Btv"
"Barberiite","Barberiite","(NH4)BF4","Bbi"
"Barbosalite","Barbosalite","Fe2+Fe3+2(PO4)2(OH)2","Bsa"
"Barentsite","Barentsite","Na7Al(HCO3)2(CO3)2F4","Brts"
"Bariandite","Bariandite","Al0.6(V5+,V4+)8O20·9H2O","Brd"
"Barićite","Baricite","(Mg,Fe)3(PO4)2·8H2O","Bć"
"Barikaite","Barikaite","Ag3Pb10(Sb8As11)Σ19S40","Bka"
"Barioferrite","Barioferrite","BaFe3+12O19","Baf"
"Bario-olgite","Bario-olgite","Na(Na,Sr,Ce)2Ba(PO4)2","Bolg"
"Bario-orthojoaquinite","Bario-orthojoaquinite","Ba4Fe2+2Ti2O2(SiO3)8·H2O","Bojq"
"Barioperovskite","Barioperovskite","BaTiO3","Bprv"
"Bariopharmacoalumite","Bariopharmacoalumite","Ba0.5Al4[(AsO4)3(OH)4]·4H2O","Bpal"
"Bariopharmacosiderite","Bariopharmacosiderite","Ba0.5Fe3+4(AsO4)3(OH)4·5H2O","Bpsd"
"Bariosincosite","Bariosincosite","Ba(VO)2(PO4)2·4H2O","Bscs"
"Barlowite","Barlowite","Cu4BrF(OH)6","Blw"
"Barnesite","Barnesite","Na2V5+6O16·3H2O","Bar"
"Barquillite","Barquillite","Cu2(Cd,Fe)GeS4","Bql"
"Barrerite","Barrerite","Na2(Si7Al2)O18·6H2O","Bre"
"Barringerite","Barringerite","(Fe,Ni)2P","Bgr"
"Barroisite","Barroisite","[box](NaCa)(Mg3Al2)(Si7Al)O22(OH)2","Brs"
"Barrotite","Barrotite","Cu9Al(HSiO4)2[(SO4)(HAsO4)0.5](OH)12·8H2O","Bro"
"Barrydawsonite-(Y)","Barrydawsonite-(Y)","Na1.5Y0.5CaSi3O9H","Bdw-Y"
"Barstowite","Barstowite","Pb4(CO3)Cl6·H2O","Bsw"
"Bartelkeite","Bartelkeite","PbFe2+Ge(Ge2O7)(OH)2·H2O","Btk"
"Bartonite","Bartonite","K6Fe20S26S","Btn"
"Barwoodite","Barwoodite","Mn2+6(Nb5+,[box])2(SiO4)2(O,OH)6","Bwo"
"Barylite","Barylite","BaBe2Si2O7","By"
"Barysilite","Barysilite","Pb8Mn(Si2O7)3","Bsl"
"Baryte","Baryte","Ba(SO4)","Brt"
"Barytocalcite","Barytocalcite","BaCa(CO3)2","Bcal"
"Barytolamprophyllite","Barytolamprophyllite","(BaK)Ti2Na3Ti(Si2O7)2O2(OH)2","Blmp"
"Bassanite","Bassanite","Ca(SO4)·0.5H2O","Bss"
"Bassetite","Bassetite","Fe2+(UO2)2(PO4)2(H2O)10","Bas"
"Bassoite","Bassoite","SrV4+3O7·4H2O","Bso"
"Bastnäsite-(Ce)","Bastnasite-(Ce)","Ce(CO3)F","Bsn-Ce"
"Bastnäsite-(La)","Bastnasite-(La)","La(CO3)F","Bsn-La"
"Bastnäsite-(Nd)","Bastnasite-(Nd)","Nd(CO3)F","Bsn-Nd"
"Bastnäsite-(Y)","Bastnasite-(Y)","Y(CO3)F","Bsn-Y"
"Batagayite","Batagayite","CaZn2(Zn,Cu)6(PO4)4[PO3(OH)]3·12H2O","Btg"
"Batievaite-(Y)","Batievaite-(Y)","Ca2Y2[(H2O)2[box]]Ti(Si2O7)2(OH)2(H2O)2","Bvt-Y"
"Batiferrite","Batiferrite","BaTi2Fe3+8Fe2+2O19","Bfe"
"Batisite","Batisite","Na2BaTi2O2(Si2O6)2","Bat"
"Batisivite","Batisivite","BaTi6(V,Cr)8(Si2O7)O22","Bsv"
"Baumhauerite","Baumhauerite","Pb12As16S36","Bha"
"Baumhauerite II","Baumhauerite II","Pb3As4S9","Bha II"
"Baumoite","Baumoite","Ba0.5[(UO2)3O8Mo2(OH)3](H2O)3","Bam"
"Baumstarkite","Baumstarkite","Ag3Sb3S6","Bum"
"Bauranoite","Bauranoite","BaU2O7·4-5H2O","Bau"
"Bavenite","Bavenite","Ca4Be2+xAl2-xSi9O26-x(OH)2+x (x = 0 to 1)","Bvn"
"Bavsiite","Bavsiite","Ba2V2O2[Si4O12]","Bav"
"Bayerite","Bayerite","Al(OH)3","Byr"
"Bayldonite","Bayldonite","Cu3PbO(AsO3OH)2(OH)2","Bay"
"Bayleyite","Bayleyite","Mg2(UO2)(CO3)3·18H2O","Byy"
"Baylissite","Baylissite","K2Mg(CO3)2·4H2O","Byl"
"Bazhenovite","Bazhenovite","Ca8S5(S2O3)(OH)12·20H2O","Baz"
"Bazirite","Bazirite","BaZrSi3O9","Bzr"
"Bazzite","Bazzite","Be3(Sc,Fe3+,Mg)2Si6O18·Na0.32·nH2O","Bz"
"Bearsite","Bearsite","Be2(AsO4)(OH)·4H2O","Bea"
"Bearthite","Bearthite","Ca2Al(PO4)2(OH)","Bth"
"Beaverite-(Cu)","Beaverite-(Cu)","Pb(Fe3+2Cu)(SO4)2(OH)6","Bvr-Cu"
"Beaverite-(Zn)","Beaverite-(Zn)","Pb(Fe3+2Zn)(SO4)2(OH)6","Bvr-Zn"
"Bechererite","Bechererite","Zn7Cu(OH)13[SiO(OH)3(SO4)]","Bec"
"Beckettite","Beckettite","Ca2V6Al6O20","Bek"
"Becquerelite","Becquerelite","Ca(UO2)6O4(OH)6·8H2O","Bqr"
"Bederite","Bederite","Ca2Mn2+4Fe3+2(PO4)6·2H2O","Bdr"
"Beershevaite","Beershevaite","CaFe3+3(PO4)3O",""
"Béhierite","Behierite","Ta(BO4)","Béh"
"Behoite","Behoite","Be(OH)2","Beh"
"Běhounekite","Behounekite","U(SO4)2(H2O)4","Bhn"
"Beidellite","Beidellite","(Na,Ca)0.3Al2(Si,Al)4O10(OH)2·nH2O","Bei"
"Belakovskiite","Belakovskiite","Na7(UO2)(SO4)4(SO3OH)(H2O)3","Bkk"
"Belendorffite","Belendorffite","Cu7Hg6","Bdf"
"Belkovite","Belkovite","Ba3Nb6(Si2O7)2O12","Bkv"
"Bellbergite","Bellbergite","(K,Ba,Sr)2Sr2Ca2(Ca,Na)4(Si,Al)36O72·30H2O","Blb"
"Bellidoite","Bellidoite","Cu2Se","Bld"
"Bellingerite","Bellingerite","Cu3(IO3)6·2H2O","Blg"
"Belloite","Belloite","Cu(OH)Cl","Bll"
"Belogubite","Belogubite","CuZn(SO4)2·10H2O","Bgb"
"Belomarinaite","Belomarinaite","KNa(SO4)","Bmr"
"Belousovite","Belousovite","KZn(SO4)Cl","Busv"
"Belovite-(Ce)","Belovite-(Ce)","NaCeSr3(PO4)3F","Blv-Ce"
"Belovite-(La)","Belovite-(La)","NaLaSr3(PO4)3F","Blv-La"
"Belyankinite","Belyankinite","Ca1-2(Ti,Zr,Nb)5O12·9H2O (?)","Byn"
"Bementite","Bementite","Mn7Si6O15(OH)8","Bem"
"Benauite","Benauite","SrFe3+3(PO4)(PO3OH)(OH)6","Bnu"
"Benavidesite","Benavidesite","Pb4MnSb6S14","Bnv"
"Bendadaite","Bendadaite","Fe2+Fe3+2(AsO4)2(OH)2·4H2O","Bdd"
"Benitoite","Benitoite","BaTiSi3O9","Bni"
"Benjaminite","Benjaminite","Ag3Bi7S12","Bnj"
"Benleonardite","Benleonardite","Ag15Cu(Sb,As)2S7Te4","Bln"
"Bennesherite","Bennesherite","Ba2Fe2+Si2O7","Bnh"
"Benstonite","Benstonite","Ba6Ca6Mg(CO3)13","Ben"
"Bentorite","Bentorite","Ca6Cr2(SO4)3(OH)12·26H2O","Bto"
"Benyacarite","Benyacarite","KTiMn2+2Fe3+2(PO4)4OF·15H2O","Byc"
"Beraunite","Beraunite","Fe3+6(PO4)4O(OH)4·6H2O","Bru"
"Berborite","Berborite","Be2(BO3)(OH)·H2O","Bbo"
"Berdesinskiite","Berdesinskiite","V3+2TiO5","Bds"
"Berezanskite","Berezanskite","KTi2Li3Si12O30","Bzk"
"Bergenite","Bergenite","Ca2Ba4(UO2)9O6(PO4)6·16H2O","Bgn"
"Bergslagite","Bergslagite","CaBe(AsO4)(OH)","Bgl"
"Berlinite","Berlinite","Al(PO4)","Ber"
"Bermanite","Bermanite","Mn2+Mn3+2(PO4)2(OH)2·4H2O","Brm"
"Bernalite","Bernalite","Fe(OH)3","Bnl"
"Bernardite","Bernardite","TlAs5S8","Bnd"
"Bernarlottiite","Bernarlottiite","Pb12(As10Sb6)S36","Bl"
"Berndtite","Berndtite","SnS2","Bti"
"Berryite","Berryite","Cu3Ag2Pb3Bi7S16","Bry"
"Berthierine","Berthierine","(Fe2+,Fe3+,Al)3(Si,Al)2O5(OH)4","Brh"
"Berthierite","Berthierite","FeSb2S4","Btr"
"Bertossaite","Bertossaite","Li2CaAl4(PO4)4(OH)4","Bts"
"Bertrandite","Bertrandite","Be4Si2O7(OH)2","Btd"
"Beryl","Beryl","Be3Al2Si6O18","Brl"
"Beryllite","Beryllite","Be3(SiO4)(OH)2·H2O","Byt"
"Beryllonite","Beryllonite","NaBe(PO4)","Bel"
"Berzelianite","Berzelianite","Cu2-xSe (x ≈ 0.12)","Brz"
"Berzeliite","Berzeliite","(NaCa2)Mg2(AsO4)3","Bze"
"Beshtauite","Beshtauite","(NH4)2(UO2)(SO4)2·2H2O","Bes"
"Betalomonosovite","Betalomonosovite","Na5+xTi4(Si2O7)2[PO3(OH)]2-y[PO2(OH)2]yO2[(OH,F)2-xOz], [0<x<2, 0<y<1, 0<z<1]","Blom"
"Betekhtinite","Betekhtinite","(Cu,Fe)21Pb2S15","Bkh"
"Betpakdalite-CaCa","Betpakdalite-CaCa","[Ca2(H2O)17Ca(H2O)6][Mo6+8As5+2Fe3+3O36(OH)]","Bpd-CaCa"
"Betpakdalite-CaMg","Betpakdalite-CaMg","[Ca2(H2O)17Mg(H2O)6][Mo6+8As5+2Fe3+3O36(OH)]","Bpd-CaMg"
"Betpakdalite-FeFe","Betpakdalite-FeFe","[Fe3+2(H2O)15(OH)2Fe3+(H2O)6][Mo8As2Fe3+3O37]","Bpd-FeFe"
"Betpakdalite-NaCa","Betpakdalite-NaCa","[Na2(H2O)17Ca(H2O)6][Mo6+8As5+2Fe3+3O34(OH)3]","Bpd-NaCa"
"Betpakdalite-NaNa","Betpakdalite-NaNa","[Na2(H2O)16Na(H2O)6][Mo6+8As5+2Fe3+3O33(OH)4]","Bpd-NaNa"
"Bettertonite","Bettertonite","Al6(AsO4)3(OH)9(H2O)5·11H2O","Bet"
"Betzite","Betzite","Na6Ca2(Al6Si6O24)Cl4",""
"Beudantite","Beudantite","PbFe3+3(AsO4)(SO4)(OH)6","Bdn"
"Beusite","Beusite","Mn2+Mn2+2(PO4)2","Beu"
"Beusite-(Ca)","Beusite-(Ca)","CaMn2+2(PO4)2","Beu-Ca"
"Beyerite","Beyerite","CaBi2O2(CO3)2","Bey"
"Bezsmertnovite","Bezsmertnovite","(Au,Ag)4Cu(Te,Pb)","Bez"
"Biachellaite","Biachellaite","(Na,Ca,K)8(Si6Al6O24)(SO4)2(OH)0.5·H2O","Bcl"
"Biagioniite","Biagioniite","Tl2SbS2","Bgi"
"Bianchiniite","Bianchiniite","Ba2(TiV)(As2O5)2OF","Bcn"
"Bianchite","Bianchite","Zn(SO4)·6H2O","Bnc"
"Bicapite","Bicapite","[KNa2Mg2(H2O)25][H2PV5+12O40(V5+O)2]","Bic"
"Bicchulite","Bicchulite","Ca2Al2SiO6(OH)2","Bch"
"Bideauxite","Bideauxite","AgPb2F2Cl3","Bdx"
"Bieberite","Bieberite","Co(SO4)·7H2O","Bie"
"Biehlite","Biehlite","Sb3+2MoO6","Bhl"
"Bigcreekite","Bigcreekite","BaSi2O5·4H2O","Big"
"Bijvoetite-(Y)","Bijvoetite-(Y)","Y8(UO2)16O8(CO3)16(OH)8·39H2O","Bij-Y"
"Bikitaite","Bikitaite","LiAlSi2O6·H2O","Bik"
"Bilibinskite","Bilibinskite","PbAu3Cu2Te2","Bb"
"Bílinite","Bilinite","Fe2+Fe3+2(SO4)4·22H2O","Bli"
"Billietite","Billietite","Ba(UO2)6O4(OH)6·8H2O","Bil"
"Billingsleyite","Billingsleyite","Ag7AsS6","Bgy"
"Billwiseite","Billwiseite","Sb3+5Nb3WO18","Bwi"
"Bimbowrieite","Bimbowrieite","NaMgFe3+5(PO4)4(OH)6·2H2O","Bbw"
"Bindheimite","Bindheimite","Pb2Sb5+2O7","Bhe"
"Biphosphammite","Biphosphammite","(NH4)H2(PO4)","Bpam"
"Biraite-(Ce)","Biraite-(Ce)","Ce2Fe2+(Si2O7)(CO3)","Bia-Ce"
"Biraite-(La)","Biraite-(La)","La2Fe2+(CO3)(Si2O7)","Bia-La"
"Birchite","Birchite","Cd2Cu2(PO4)2(SO4)·5H2O","Bc"
"Biringuccite","Biringuccite","Na2B5O8(OH)·H2O","Bgc"
"Birnessite","Birnessite","(Na,Ca,K)0.6(Mn4+,Mn3+)2O4·1.5H2O","Bir"
"Birunite","Birunite","Ca18(SiO3)8.5(CO3)8.5(SO4)·15H2O","Brn"
"Bischofite","Bischofite","MgCl2·6H2O","Bsf"
"Bismite","Bismite","Bi2O3","Bis"
"Bismoclite","Bismoclite","BiOCl","Bmc"
"Bismuth","Bismuth","Bi","Bi"
"Bismuthinite","Bismuthinite","Bi2S3","Bin"
"Bismutite","Bismutite","Bi2O2(CO3)","Bit"
"Bismutocolumbite","Bismutocolumbite","BiNbO4","Bclb"
"Bismutoferrite","Bismutoferrite","Fe3+2Bi(SiO4)2(OH)","Bif"
"Bismutohauchecornite","Bismutohauchecornite","Ni9Bi2S8","Bhau"
"Bismutostibiconite","Bismutostibiconite","(Bi,Fe3+,[box])2Sb5+2O7","Bsbc"
"Bismutotantalite","Bismutotantalite","BiTaO4","Bttl"
"Bitikleite","Bitikleite","Ca3(SbSn)(AlO4)3","Bkl"
"Bityite","Bityite","CaLiAl2(Si2BeAl)O10(OH)2","Bty"
"Bixbyite","Bixbyite","Mn3+2O3","Bxb"
"Bjarebyite","Bjarebyite","BaMn2+2Al2(PO4)3(OH)3","Bj"
"Blakeite","Blakeite","Fe3+2(Te4+O3)3 (?)","Bak"
"Blatonite","Blatonite","(UO2)(CO3)·H2O","Blt"
"Blatterite","Blatterite","Sb5+3Mn3+9Mn2+35(BO3)16O32","Bla"
"Bleasdaleite","Bleasdaleite","Ca2Cu5(Bi,Cu)(PO4)4(H2O,OH,Cl)13","Ble"
"Blixite","Blixite","Pb8O5(OH)2Cl4","Blx"
"Blödite","Blodite","Na2Mg(SO4)2·4H2O","Blö"
"Blossite","Blossite","Cu2V5+2O7","Blo"
"Bluebellite","Bluebellite","Cu6(IO3)(OH)10Cl","Bbl"
"Bluelizardite","Bluelizardite","Na7(UO2)(SO4)4Cl(H2O)2","Blz"
"Bluestreakite","Bluestreakite","K4Mg2(V4+2V5+8O28)·14H2O","Blu"
"Bobcookite","Bobcookite","NaAl(UO2)2(SO4)4·18H2O","Bbc"
"Bobfergusonite","Bobfergusonite","[box]Na2Mn2+5Fe3+Al(PO4)6","Bfg"
"Bobfinchite","Bobfinchite","Na[(UO2)8O3(OH)11]·10H2O","Bfc"
"Bobierrite","Bobierrite","Mg3(PO4)2·8H2O","Bob"
"Bobjonesite","Bobjonesite","V4+O(SO4)·3H2O","Bjon"
"Bobkingite","Bobkingite","Cu5Cl2(OH)8·2H2O","Bkg"
"Bobmeyerite","Bobmeyerite","Pb4(Al3Cu)(Si4O12)(S0.5Si0.5O4)(OH)7Cl(H2O)3","Bmy"
"Bobshannonite","Bobshannonite","Na2KBa(Mn,Na)8(Nb,Ti)4(Si2O7)4O4(OH)4(O,F)2","Bsha"
"Bobtraillite","Bobtraillite","(Na,Ca)13Sr11(Zr,Y,Nb)14Si42B6O132(OH)12·12H2O","Bta"
"Bodieite","Bodieite","Bi3+2(Te4+O3)2(SO4)","Bod"
"Bogdanovite","Bogdanovite","(Au,Te,Pb)3(Cu,Fe)","Bog"
"Bøggildite","Boggildite","Na2Sr2Al2(PO4)F9","Bgg"
"Boggsite","Boggsite","Na3Ca8(Si77Al19)O192·70H2O","Bgs"
"Bøgvadite","Bogvadite","Na2Ba2SrAl4F20","Bgv"
"Bohdanowiczite","Bohdanowiczite","AgBiSe2","Boh"
"Böhmite","Bohmite","AlO(OH)","Bhm"
"Bohseite","Bohseite","Ca4Be3+xAl1-xSi9O25-x(OH)3+x (x = 0 to 1)","Bhs"
"Bohuslavite","Bohuslavite","Fe3+4(PO4)3(SO4)(OH)·nH2O (15≤n≤24)","Bhv"
"Bojarite","Bojarite","Cu3(N3C2H2)3(OH)Cl2·6H2O","Boj"
"Bokite","Bokite","(Al,Fe)1.3(V5+,V4+,Fe3+)8O20·7.5H2O","Bkt"
"Boleite","Boleite","KAg9Pb26Cu24Cl62(OH)48","Bol"
"Bolivarite","Bolivarite","Al2(PO4)(OH)3·4H2O","Bva"
"Boltwoodite","Boltwoodite","(K,Na)(UO2)(SiO3OH)·1.5H2O","Bwd"
"Bonaccordite","Bonaccordite","Ni2Fe3+O2(BO3)","Bna"
"Bonacinaite","Bonacinaite","Sc(AsO4)·2H2O","Bci"
"Bonattite","Bonattite","Cu(SO4)·3H2O","Bon"
"Bonazziite","Bonazziite","As4S4","Bzz"
"Bonshtedtite","Bonshtedtite","Na3Fe2+(PO4)(CO3)","Bsd"
"Boothite","Boothite","Cu(SO4)·7H2O","Boo"
"Boracite","Boracite","Mg3B7O13Cl","Boc"
"Boralsilite","Boralsilite","Al16B6O30(Si2O7)","Bor"
"Borax","Borax","Na2B4O5(OH)4·8H2O","Brx"
"Borcarite","Borcarite","Ca4MgB4O6(CO3)2(OH)6","Bcr"
"Borisenkoite","Borisenkoite","Cu3[(V,As)O4]2","Bsk"
"Borishanskiite","Borishanskiite","Pd1+x(As,Pb)2 (x = 0.0-0.2)","Bhk"
"Bornemanite","Bornemanite","Na6(Na[box])Ba2Ti2Nb2(Si2O7)4(PO4)2O4(OH)2F2","Bma"
"Bornhardtite","Bornhardtite","Co2+Co3+2Se4","Bhd"
"Bornite","Bornite","Cu5FeS4","Bn"
"Borocookeite","Borocookeite","LiAl4(Si3B)O10(OH)8","Bckt"
"Borodaevite","Borodaevite","Ag4.83Fe0.21Pb0.45(Bi,Sb)8.84S16","Bdv"
"Boromullite","Boromullite","Al9BSi2O19","Bmul"
"Boromuscovite","Boromuscovite","KAl2(Si3B)O10(OH)2","Bms"
"Borovskite","Borovskite","Pd3SbTe4","Bvk"
"Bortnikovite","Bortnikovite","Pd4Cu3Zn","Bnk"
"Boscardinite","Boscardinite","TlPb4(Sb7As2)Σ=9S18","Bcd"
"Bosiite","Bosiite","NaFe3+3(Al4Mg2)(Si6O18)(BO3)3(OH)3O","Bos"
"Bosoite","Bosoite","SiO2·nCxH2x+2","Bs"
"Bostwickite","Bostwickite","CaMn3+6Si3O16·7H2O","Btw"
"Botallackite","Botallackite","Cu2Cl(OH)3","Blk"
"Botryogen","Botryogen","MgFe3+(SO4)2(OH)·7H2O","Byg"
"Bottinoite","Bottinoite","NiSb5+2(OH)12·6H2O","Bot"
"Botuobinskite","Botuobinskite","SrFe2+(Ti4+12Cr3+6)Mg2[O36(OH)2]","Btb"
"Bouazzerite","Bouazzerite","Bi6(Mg,Co)11Fe14(AsO4)18O12(OH)4·86H2O","Boz"
"Boulangerite","Boulangerite","Pb5Sb4S11","Bou"
"Bournonite","Bournonite","CuPbSbS3","Bnn"
"Bouškaite","Bouskaite","(MoO2)2O(SO3OH)2(H2O)2·2H2O","Bok"
"Boussingaultite","Boussingaultite","(NH4)2Mg(SO4)2·6H2O","Bsg"
"Bowieite","Bowieite","Rh2S3","Bow"
"Bowlesite","Bowlesite","PtSnS","Bwl"
"Boyleite","Boyleite","Zn(SO4)·4H2O","Boy"
"Braccoite","Braccoite","NaMn2+5[Si5O14(OH)](AsO3)(OH)","Bcc"
"Bracewellite","Bracewellite","CrO(OH)","Bwe"
"Brackebuschite","Brackebuschite","Pb2Mn3+(VO4)2(OH)","Bbs"
"Bradaczekite","Bradaczekite","NaCuCuCu2(AsO4)3","Bdc"
"Bradleyite","Bradleyite","Na3Mg(PO4)(CO3)","Bd"
"Braggite","Braggite","PtS","Bg"
"Braithwaiteite","Braithwaiteite","NaCu2+5(Sb5+Ti4+)O2(AsO4)4[AsO3(OH)]2·8H2O","Bwt"
"Braitschite-(Ce)","Braitschite-(Ce)","Ca6.15Na0.85REE2.08[B6O7(OH)3(O,OH)3]4·H2O","Btc-Ce"
"Branchite","Branchite","C20H34",""
"Brandãoite","Brandaoite","BeAl2(PO4)2(OH)2(H2O)4·H2O","Bdã"
"Brandholzite","Brandholzite","MgSb2(OH)12·6H2O","Bdh"
"Brandtite","Brandtite","Ca2Mn2+(AsO4)2·2H2O","Bdt"
"Brannerite","Brannerite","UTi2O6","Bnr"
"Brannockite","Brannockite","KSn2(Li3Si12)O30","Bra"
"Brassite","Brassite","Mg(AsO3OH)·4H2O","Bsi"
"Brattforsite","Brattforsite","Mn19As12O36Cl2","Bf"
"Braunerite","Braunerite","K2Ca(UO2)(CO3)3·6H2O","Bun"
"Braunite","Braunite","Mn2+Mn3+6O8(SiO4)","Bnt"
"Brazilianite","Brazilianite","NaAl3(PO4)2(OH)4","Bzl"
"Bredigite","Bredigite","Ca7Mg(SiO4)4","Bdi"
